"numero","titre","chapitre","section","contenu"
"221","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des infractions à caractère sexuel","Si les mutilations ont entrainé la mort de la victime, les coupables sont punis d'une peine de vingt (20) à trente (30) ans de réclusion et d'une amende de vingt- millions (20.000.000) à cinquante millions (50.000.000)."
"222","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des infractions à caractère sexuel","Est puni d'une peine d'emprisonnement d'un (01) à cinq (05) an(s) ou d'une amende d'un million (1.000.000) à cinq millions (5.000.000) de francs CFA celui qui, ayant connaissance d'une excision déjà prévue, tentée ou pratiquée n'avertit pas aussitôt les autorités publiques. Paragraphe 3 : De l'inceste"
"223","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des infractions à caractère sexuel","Constitue l'inceste tous rapports et attouchements sexuels, de quelque nature que ce soit, commis par : 1) un ascendant légitime, naturel ou adoptif de la victime ou les ascendants directs de ceux-ci, sans limitation de degré ; 2) un frère, une sœur, un demi-frère ou une demi-sœur. L'inceste est puni d'une peine de cinq (05) à dix (10) ans de réclusion criminelle et d'une amende de cinq millions (5.000.000) à vingt millions (20.000.000) de francs CFA. Est puni d'une peine d'emprisonnement de un (01) à trois (03) ans et d'une amende d'un million (1 000 000) à cinq millions (5 000 000) de francs CFA, celui qui, ayant connaissance d'un inceste tenté ou consommé sur mineur, a'a pas aussitôt informé les autorités. Lorsque la victime est un enfant de moins de quinze (15) ans, le maximum de la peine est prononcé. Paragraphe 4 : De la pédophilie"
"224","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Constitue la pédophilie, tous rapports ou attouchements sexuels, de quelque nature que ce soit, commis par une personne majeure, sans fraude, menace, contrainte ou violence, sur la personne d'un enfant de moins de quinze (15) ans, ou toute exposition ou exploitation à des fins commerciales ou touristiques de photographiques, d'images et de sons obtenus par un procédé technique quelconque, de films ou dessins à caractère pornographique mettant en scène un ou plusieurs enfants âgés de moins de quinze (15) ans. Tout acte de pédophilie est puni d'une peine de dix (10) à vingt (20) ans de réclusion criminelle et d'une amende de vingt-cinq (25.000.000) à cinquante millions (50.000.000) de francs CFA. Sous-section 1: Des violences volontaires Paragraphe 1: Dispositions générales"
"225","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Les violences volontaires sont des actes d'agression de nature à porter atteinte à l'intégrité physique ou psychologique de la personne contre laquelle ils sont dirigés."
"226","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Les violences légères, notamment les violences n'ayant pas occasionné une incapacité de travail personnel supérieure à neuf (09) jours, sont punies d'une peine d'emprisonnement de six (06) mois à deux (02) ans et d'une amende de cent mille (100.000) à cinq cent mille (500.000) francs CFA ou de l'une de ces deux peines. Si ces violences légères ont été exercées avec une arme, de concert par plusieurs personnes sur une seule victime, le ou les coupables sont punis d'une peine d'emprisonnement d'un (01) à cinq (05) an(s)."
"227","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Toute personne coupable d'autres violences volontaires sur autrui est punie d'une peine d'emprisonnement d'un (01) à cinq (05) an(s) et d'une amende de cinq cent mille (500.000) à deux millions (2.000.000) de francs CFA ou de l'une de ces deux peines si ces violences ont entraîné pour la victime une incapacité de travail personnel comprise entre dix (10) jours et trois (03) mois."
"228","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","La peine est portée de cinq (05) à dix (lO) ans de réclusion criminelle si : 1) les violences exercées ont entraîné une mutilation ou une invalidité grave ou une incapacité de travail personnel excédant trois (03) mois; 2) les violences ont été exercées avec des armes ou des objets tranchants ou contondants utilisés comme armes; 3) les violences ont été exercées de concert par plusieurs sur une seule victime; 4) les violences ont été exercées sur une personne dont la particulière vulnérabilité, due notamment à sa minorité, son âge avancé, un état de grossesse, une maladie, une infirmité ou à une déficience physique ou psychique, est connue de son auteur; 5) les violences ont été exercées sur une personne en raison de son appartenance ou de sa non appartenance, vraie ou supposée à une ethnie, une race, ou une religion déterminée; 6) les violences ont été exercées sur une personne en raison de son opinion, son appartenance ou non, vraie ou supposée à une formation politique."
"229","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Si les violences volontaires exercées sans intention homicide ont cependant entraîné la mort, la peine est portée de cinq (05) à dix (10) ans de réclusion criminelle. La peine est portée de dix (l0) à vingt (20) ans de réclusion criminelle si les coups mortels ont été donnés avec armes ou ont été portés de concert par plusieurs personnes sur une seule victime."
"230","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Toute personne qui s'introduit dans une réunion ou une manifestation publique ou pacifique, et incite d'autres personnes à commettre des violences est passible d'une peine d'emprisonnement d'un (01) trois (03) an(s) et d'une amende d'un million (1.000.000) à trois à millions (3.000.000) de francs CFA ou de l'une de cesdeux peines."
"231","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Quiconque, en dehors des forces de sécurité publique en mission, en uniforme ou non, au cours d'une réunion ou d'une manifestation publique, est trouvé porteur d'une arme ou d'un objet dangereux pour la sécuritépublique ou pour l'intégrité physique des personnes etdes biens, est puni d'une peine d'emprisonnement de six (06) mois à deux (02) ans et d'une amende de cinq cent mille (500.000) à deux millions (2.000.000) de francs CFA ou de l'une de cesdeux peines. En cas de récidive, la peine est portée au double. Paragraphe 2 : Des violences faites aux femmes"
"232","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Constituent des violences à l'égard des femmes, tous actes de violence dirigés contre les personnes de sexe féminin qui leur causent ou peuvent leur causer un préjudice ou des souffrances physiques, sexuelles, psychologiques ou économiques. Il s'agit notamment: 1) des violences à l'égard des femmes en situation de conflits armés ou de troubles internes; 2) des violences sur une femme enceinte ; 3) des violences liées à toutes les formes de mariage forcé ; 4) des rites inhumains et dégradants de veuvage; 5) des violences économiques."
"233","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Toute personne coupable de violences à l'égard des femmes en situation de conflits armés ou de troubles internes est punie d'une peine de cinq (05) à dix (10) ans de réclusion criminelle."
"234","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Toute personne coupable des violences physiques ou psychologiques sur une femme enceinte est punie d'une peine de cinq (05) à dix (10) ans de réclusion criminelle et d'une amende de cinq cent mille (500.000) à deux millions (2.000.000) de francs CFA ou de l'une de ces deux peines. La peine est de cinq (05) à dix (10) ans de réclusion criminelle si ces violences ont entraîné la mort de la victime."
"235","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Toute personne qui, par des violences sur une femme enceinte ou sur l'enfant en train de naître, provoque, même non intentionnellement, l'incapacité permanente de l'enfant, est punie d'une peine de cinq (05) à dix (10) ans de réclusion criminelle et d'une amende de cinq cent mille (500.000) à deux millions (2.000.000) de francs CFA de l'une de ces deux peines. La peine est de cinq (05) à dix (10) ans de réclusion criminelle si ces violences ont provoqué la mort de l'enfant"
"236","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Constituent des rites inhumains et dégradants tous actes cérémoniaux ou funéraires imposés.à la femme et qui lui causent ou sont de nature à lui causer une humiliation ou un avilissement grave. Les auteurs ou complices des rites. inhumains et dégradants sont punis d'une peine d'emprisonnement de six (06) mois à deux (02) ans et d'une amende de cinq cent mille (500.000) à un million (1.000.000) de francs CFA ou de l'une de ces deux peines."
"237","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Constituent des violences économiques, les contraintes imposées à la femme pour la priver de son indépendance fmancière ou restreindre celle-ci. Toute personne qui exerce des violences économiques sur une femme est punie d'une peine d'emprisonnement d'un (01) à cinq (05) an (s) et d'une amende d'un million (1.000.000) à cinq millions (5.000.000) de francs CFA ou de l'une de ces deux peines. Paragraphe 3 : Des violences faites aux enfants"
"238","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Toutes violences légères commises sur la personne d'un enfant sont punies d'un (01) à six (06) mois d'emprisonnement et d'une amende de cinquante (50 000) mille à deux cent mille (200 000) ou de l'une de ces deux peines."
"239","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Si les violences légères visées à l'article précédent ont un caractère répété, les peines encourues sont d'un (01) à trois (03) ans d'emprisonnement ou d'une amende de .cinq cents (500 000) à un million (1000 000) de francs CFA."
"240","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Toutes autres violences volontaires telles que les maltraitances physiques et psychologiques, la privation volontaire et répétée de soins ou d'aliments commises sur la personne d'un enfant sont punies de deux (02) à cinq (05) ans d'emprisonnement"
"241","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Si les violences volontaires sans intention homicide ont cependant entraîné la mort, la peine est portée de cinq (05) à dix (10) ans de réclusion criminelle. Sous-section 2 : Des blessures involontaires"
"242","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Constituent. des blessures involontaires, celles qui.ont été causées à autrui par négligence, maladresse, inattention, manquement à une obligation de sécurité ou de prudence imposée par la loi ou les règlements."
"243","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des violences","Toute personne coupable de blessures involontaires ou qui en est la cause est punie d'une peine d'emprisonnement de six (06) mois à deux (02) ans et d'une amende de cent mille (100.000) à cinq cent mille (500.000) francs CFA ou de l'une de ces deux peines."
"244","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des menaces","Les peines prévues à l'article précédent peuvent être portées au double si les blessures involontaires ont été causées: 1) au cours de la pratique de la chasse sans permis de chasse; 2) lors de la conduite d'un véhicule sans permis de conduire; 3) sous l'empire d'un état alcoolique; 4) sous l'effet de stupéfiants ou de substances psychotropes; 5) par le conducteur d'un véhicule utilisé pour le transport public de personnes ou de marchandises. Pour l'application des points 3, 4 et 5 du présent article, la juridiction saisie prononcera en outre la suspension temporaire pouvant aller jusqu'à un (01) an ou l'annulation du permis de conduire."
"245","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des menaces","On entend par menace l'acte d'intimidation consistant pour une personne à inspirer, par quelque moyen que ce soit, à une autre la crainte de violences physiques ou morales contre sa personne, sa famille, ses biens ou ses intérêts. ."
"246","DES INFRACTIONS CONTRE LES PERSONNES","V : Des atteintes à l'intégrité physique de la personne","Des menaces","Toute personne coupable de menace est punie: 1) d'une peine d'emprisonnement de trois (03) à cinq (05) ans et d'une amende de cent mille (l00.000) à cinq cent mille (500.000) francs CFA ou de l'une de ces deux peines, lorsqu'il s'agit d'une menace de mort; 2) d'une peine d'emprisonnement d'un (01) à trois (03) an(s) et d'une amende de cent mille (100.000) àcinq cent mille (500.000) francs CFA ou de l'une de ces deux peines si cette menace est faite avec ordre ou sous condition d'accomplir ou laisser accomplir un acte illicite ou préjudiciable à autrui."
"247","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","","Les peines sont de six (06) mois à deux (02) ans d'emprisonnement ou une amende de cent mille (100.000) à cinq cent mille (500.000) francs CFA si la menace n'a été accompagnée d'aucun ordre ou condition. stupéfiants et des substances psychotropes"
"248","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","La culture, la production, la fabrication, le trafic illicite des stupéfiants et des . substances psychotropes soumis à réglementation sont interdits sur le territoire national. Toute substance soumise à réglementation détenue ou utilisée fait l'objet de saisie. La confiscation en est ordonnée par l'autorité judiciaire compétente, conformément aux dispositions de la loi portant contrôle des drogues relatives à la conservation et à la destruction des plantes et substances saisies. L'autorité judiciaire peut recourir à l'avis d'un expert. Sans préjudice de poursuites, le cas échéant, pour culture, production, fabrication ou trafics illicites, sont punies d'une peine d'emprisonnement d'un (01) à trois (03) an(s) et d'une amende d'un million (1.000.000) à trois millions (3.000.000) de francs CFA ou de l'une de ces deux peines, l'opposition, par quelque moyen que ce soit, à l'exercice des fonctions d'inspecteurs de pharmacie et plus généralement à l'exercice des fonctions de contrôle et d'enquête."
"249","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Les . dispositions du présent chapitre s'appliquent à toutes les plantes et substances inscrites par arrêté du ministre chargé de la santé publique relatif aux substances soumises à réglementation sur le territoire national et mis à jour au 31 décembre de chaque année."
"250","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Pour l'application des dispositions du présent chapitre, il est fait une distinction entre : 1) les «substances à haut risque» 2) les «substances à risque» 3) les «précurseurs»"
"251","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","La classification de ces substances dans les catégories énumérées à l'article précédent est détaillée dans l'arrêté du ministre chargé de la santé publique visée à l'article 249."
"252","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Dans le présent chapitre : 1) les expressions «usage illicite» et «usage de substances» désignent respectivement l'usage de substances interdites et l'usage hors prescription médicale des autres substances soumises à réglementation sur le territoire national. 2) le terme «toxicomane» désigne la personne dans un état de dépendance physique et/ou psychique au regard d'une substance soumise à réglementation sur le territoire national. Paragraphe 1 : Des substances à haut risque"
"253","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Sont punis d'une peine de vingt (20) à trente (30 ans) de réclusion et d'une amende de cinquante millions (50.000.000) à cent millions (100.000.000) de francs CFA ou de l'une de ces deux peines, ceux qui ont contrevenu aux dispositions législatives et réglementaires concernant la culture, la production, la fabrication, l'extraction, la préparation ou la transformation des substances à haut risque."
"254","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Sont punis d'une peine de vingt (20) à trente (30) ans de réclusion et d'une amende de cinquante millions (50.000.000) à cent millions (100.000.000) de francs CFA ou de l'une de ces deux peines, ceux qui contreviennent aux dispositions législatives et réglementaires concernant l'exportation, l'importation et le transport international de substances à haut risque. Sont également punis des mêmes peines, ceux qui contreviennent aux dispositions législatives et réglementaires concernant l'offre, la mise en vente, la distribution, le courtage, la vente, la livraison à quelque titre que.ce soit, l'envoi, l'expédition, le transport, l'achat, la détention ou l'emploi des substances à haut risque."
"255","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Sont punis d'une peine de dix (10) à vingt (20) ans de réclusion criminelle et d'une amende de vingt-cinq millions (25.000.000) à cent millions (100.000.000) de francs CFA: 1) ceux qui facilitent à autrui par quelque moyen que ce soit, et dans quelque lieu que ce soit, l'usage illicite de substances à haut risque, à titre onéreux ou gratuit. Il en est ainsi notamment des propriétaires, gérants, directeurs, exploitants, de fait ou de droit, de tout lieu ouvert au public ou utilisé par le public, qui tolèrent l'usage de substances à haut risque dans ces lieux. L'intention frauduleuse est présumée en cas de second contrôle positif par un service de police ; 2) ceux qui établissent des prescriptions pharmaceutiques non médicalement justifiées de substances à haut risque ; 3) ceux qui, sciemment, sur la présentation d'une prescription pharmaceutique non médicalement justifiée qui leur en est faite, délivrent des substances à haut risque; 4) ceux qui, au moyen de prescriptions pharmaceutiques non médicalement justifiées, se font délivrer ou tentent de se faire délivrer des substances à haut risque; 5) ceux qui introduisent des substances à haut risque dans des aliments ou dans des boissons, à l'insu des consommateurs."
"256","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Sont punis d'une peine de cinq (05) à dix (10) ans de réclusion criminelle et d'une amende de cinq cent mille (500.000) à vingt-cinq millions (25.000.000) de francs CFA, ou de l'une de ces deux peines, ceux qui cèdent ou offrent des substances à haut risque à une personne en vue de sa consommation personnelle. Paragraphe 2 : Des substances à risques"
"257","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Sont punis d'une peine de dix (10) à vingt (20) ans de réclusion et d'une amende de vingt-cinq (25.000.000) à cent millions (100.000.000) de francs CFA, ou de l'une de ces deux peines, ceux qui contreviennent aux dispositions législatives et réglementaires concernant la culture, la production, la fabrication, l'extraction, la préparation, la transformation, l'importation, l'exportation, l'offre, la mise en vente, la distribution, le courtage, la vente, la livraison à quelque titre que ce soit, l'envoi, l'expédition, le transport, l'achat, la détention ou l'emploi de substances à risque. En cas d'offre ou de cession à une personne en vue de sa consommation personnelle, la peine d'emprisonnement est d'un (01) à cinq (05) an (s) et l'amende de cinq cent mille (500.000) à vingt-cinq millions (25.000.000) de francs CFA. Paragraphe 3 : Des précurseurs, équipements et matériels"
"258","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Sont punis d'une peine de vingt (20) à trente (30) ans de réclusion criminelle et d'une amende de cinquante (50.000.000) à cent millions (100.000.000) de francs CFA, ou de l'une de ces deux peines, ceux qui produisent, fabriquent, importent, exportent, transportent, offrent, vendent, distribuent, livrent à quelque titre que ce soit, envoient, expédient, achètent ou détiennent des précurseurs, équipements et matériels, soit dans le but de les utiliser dans ou pour la culture, la production ou la fabrication illicites de substances à haut risque ou de substances à risque, soit en sachant que ces précurseurs, équipements ou matériels doivent être utilisés à de telles fins. Paragraphe 4 : Des dispositions communes"
"259","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Sont punis d'une peine de vingt (20) à trente (30) ans de réclusion et d'une amende de cinquante millions (50.000.000) à deux cent millions (200.000.000) de francs CFA: 1) ceux qui apportent leur concours à la conversion ou au transfert de ressources ou de biens provenant des infractions prévues aux articles 252 à 258 dans le but de dissimuler ou de déguiser l'origine illicite desdits biens ou ressources ; 2) ceux qui apportent leur concours à la dissimulation ou au déguisement de la nature, de l'origine, du remplacement, de la disposition, du mouvement ou de la propriété réels de ressources, biens ou droits y relatifs provenant d'une des infractions énumérées au point 1 ci-dessus ; 3) ceux qui acquièrent, détiennent ou utilisent des biens et ressources sachant qu'ils provenaient d'une des infractions énumérées au point 1 ci-dessus ; 4) ceux qui par tout moyen, permettent la justification mensongère de l'origine des biens et revenus de l'auteur de l'une des infractions prévues aux articles 254 à 259 ayant procuré à celui-ci un profit direct ou indirect. Sont punis des mêmes peines, ceux qui apportent leur concours à toute personne impliquée dans la commission des infractions prévues aux articles 253 à 259 en vue de les soustraire aux poursuites judiciaires."
"260","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Sont punis d'une peine de vingt (20) à trente (30) ans de réclusion et d'une amende de cinq millions (5.000.000) à cent millions (100.000.000) de francs CFA, ou de l'une de ces deux peines, ceux qui, par un moyen quelconque, incitent, directement ou indirectement, alors même que cette incitation n'ait pas été suivie d'effet, à l'usage illicite de substances à haut risque ou de substances présentées comme ayant les effets de substances à haut risque."
"261","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Sont punis d'une peine de dix (10) à vingt (20) ans de réclusion criminelle et d'une amende de cinq millions (5.000.000) à cent millions (100.000.000) de francs CFA ceux qui, par un moyen quelconque, incitent directement ou indirectement à l'usage illicite de substances à risque ou de substances présentées comme ayant les effets de substances à risque."
"262","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","La tentative de commission d'une des infractions prévues aux articles 253 à 260 est punie comme le délit consommé. n en est de même de l'association ou de l'entente en vue de commettre l'une de ces infractions."
"263","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Les complices par fourniture, en connaissance de cause, de moyens, d'une assistance, d'une aide ou de conseils de l'une des infractions visées aux articles 253 à 260 sont punis des mêmes peines que l'auteur de ce délit."
"264","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De la répression de la production et du trafic illicite des substances contrôlées","Les opérations financières intentionnellement accomplies, relatives à l'une des infractions prévues aux articles 253 à 260, sont punies comme le délit lui-même."
"265","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De l'usage des stupéfiants et des substances psychotropes","Les peines prévues aux articles 253 à 260 peuvent être prononcées alors même que les divers actes qui constituent les éléments de l'infraction ont été accomplis dans des pays différents .."
"266","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De l'usage des stupéfiants et des substances psychotropes","L'usage hors prescription médicale des substances soumises à réglementation est interdit sur le territoire national. Toute substance soumise à réglementation trouvée ainsi détenue ou utilisée est saisie. La confiscation est ordonnée par l'autorité judiciaire compétente, même si la personne ne fait pas l'objet de poursuites. Les dispositions de la loi portant contrôle. des drogues relatives à la conservation et à la destruction des plantes et substances saisies sont applicables. L'autoritéjudiciaire peut toutefois demander l'avis d'un expert."
"267","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De l'usage des stupéfiants et des substances psychotropes","Nonobstant les dispositions des articles 254 et 255, ceux qui ont de manière illicite détenu, acheté ou cultivé des plantes ou substances classées comme stupéfiants ou substances psychotropes, dont la faible quantité permet de considérer qu'elles étaient destinées à leur consommation personnelle, sont punis d'un emprisonnement d'un (01) à trois (03) an(s) et d'une amende de cinq cent mille (500.000) à trois millions ( 3.000.000) de francs CFA ou l'une de ces deux peines. L'intéressé peut être dispensé de la peine ou de l'exécution de celle-ci : 1) s'il n'a pas atteint l'âge de la majorité pénale; 2) s'il n'est pas en état de récidive; et 3) si par déclaration solennelle faite à l'audience, il s'engage à ne pas recommencer. Le tribunal ordonne la confiscation des substances ou plantes saisies, des ustensiles et des matériels ayant servi à la commission de l'infraction. Leur destruction peut être éventuellement ordonnée."
"268","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","Fourniture à des mineurs des plantes ou substances classées comme","Toute personne qui conduit un véhicule à moteur terrestre, marin ou aérien, alors qu'elle se trouve, même en l'absence de tout signe extérieur, sous l'emprise d'une substance à haut risque dont elle fait usage de manière illicite, est punie d'une peine d'un (01) à trois (03) an (s) d'emprisonnement et d'une amende d'un (1.000.000) à trois millions (3.000.000) de francs CFA. Toute personne qui refuse de se soumettre aux épreuves de dépistage et aux vérifications est punie des peines prévues à l'alinéa précédent. Lorsqu'il y a lieu à l'application des dispositions réprimant l'homicide et les blessures involontaires, les peines prévues pour ces infractions sont portées au double. Un arrêté conjoint des ministres chargés de la santé et de la sécurité détermine les épreuves de dépistage et les vérifications auxquelles les conducteurs peuvent être soumis, ainsi que les conditions dans lesquelles ces opérations sont effectuées. stupéfiants ou substances psychotropes"
"269","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","Des causes d'aggravation des peines","Sont punis d'une peine de réclusion criminelle de cinq (05) à dix (lO) ans et d'une amende de cinq cent mille (500.000) à vingt-cinq millions (25.000.000) de francs CFA ceux 'qui, sciemment, ont fourni à un mineur des plantes ou substances classées comme stupéfiants ou substances psychotropes figurant sur la liste établie par un arrêté du ministre chargé de la santé."
"270","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De l'exemption et l'atténuation des peines en faveur des repentis","Le maximum des peines prévues aux articles 253 à 262 est porté au double sans que ce maximum n'excède pas cinquante (50) ans : 1) lorsque l'auteur de l'infraction appartient à une bande organisée; 2) lorsque l'auteur de l'infraction participe à d'autres activités illégales facilitées par le délit; 3) lorsque l'auteur de l'infraction a fait usage de la violence ou d'armes; 4) lorsque l'auteur de l'infraction exerçait des fonctions publiques ou de représentation et que le délit est commis dans l'exercice de ses fonctions; 5) lorsque l'infraction est commise par un professionnel de la santé ou une personne chargée de lutter contre l'usage ou le trafic de substances soumises à réglementation; 6) lorsque la drogue est livrée ou proposée ou que son usage a été facilité à un mineur, à un handicapé mental ou à une personne en cure de désintoxication; 7) lorsqu'un mineur ou un handicapé mental participe à l'infraction; 8) lorsque les substances livrées provoquent la mort ou compromettent gravement la santé d'une ou de plusieurs personnes; 9) lorsque l'infraction est commise dans un établissement pénitentiaire, un établissement militaire, un établissement d'enseignement ou d'éducation, un établissement hospitalier ou de soins, un centre de services sociaux ou dans d'autres lieux où des écoliers et des étudiants se livrent à des activités éducatives, sportives ou sociales ou dans le voisinage immédiat de ces établissements et de ces lieux ; 10) lorsque l'auteur de l'infraction ajoute aux substances soumises à réglementation, des substances qui en ont aggravé les dangers ; Il) lorsque l'auteur de l'infraction est en état de récidive, les condamnations prononcées à l'étranger sont prises en compte pour établir la récidive."
"271","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","De l'exemption et l'atténuation des peines en faveur des repentis","Toute personne qui s'est rendue coupable de participation à une association ou à une entente en vue de commettre l'une des infractions prévues aux articles 253 à 261 est exemptée de peine, si, ayant dénoncé cette association ou entente à l'autorité administrative ou judiciaire, elle a permis d'éviter la réalisation de l'infraction et d'identifier les autres personnes en cause."
"272","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","Des peines et mesures accessoires ou complémentaires","Hors les cas prévus à l'article précédent, la peine maximale encourue par toute personne auteur ou complice de l'une des infractions énumérées à cet article, qui a, avant toute poursuite, permis ou facilité l'identification des autres coupables ou, après l'engagement des poursuites, permis ou facilité l'arrestation de ceux-ci, est réduite de moitié. En outre, ladite personne est exemptée de l'amende ainsi que des peines accessoires et complémentaires facultatives prévues à l'article 277. Paragraphe 1 : ConfIScations obligatoires"
"273","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","Des peines et mesures accessoires ou complémentaires","Dans tous les cas prévus aux articles 253 à 260, les tribunaux ordonneront la confiscation des plantes et substances saisies. Ils peuvent en outre ordonner leur destruction ou leur remise à un organisme habilité en vue de leur utilisation licite."
"274","DES INFRACTIONS CONTRE LES PERSONNES","Des infractions relatives à la production, au trafic et à l'usage des","Des peines et mesures accessoires ou complémentaires","Dans tous les cas prévus aux articles 253 à 260, les tribunaux ordonneront la confiscation et indiqueront la destination des installations, matériels, équipements et autres biens mobiliers utilisés ou destinés à être utilisés pour la commission de l'infraction à quelque personne qu'ils appartiennent, à moins que les propriétaires n'établissent qu'ils en ignoraient l'utilisation frauduleuse."
